headline_clean,label,source
"Liam Payne 911 call claims singer was intoxicated, 'breaking the whole room' before hotel death",1,FoxNews
Trump blasts Harris as part of Truth Social flurry on what she 'didn't mention' in DNC speech,1,FoxNews
Biden admin is rushing to industrialize US oceans to stop climate change: 'Environmental wrecking ball',1,FoxNews
"Media ramped up effort to tie Trump to Project 2025 following Biden debate disaster, Harris embraces attack",1,FoxNews
107 days: Kamala Harris has yet to do formal press conference since emerging as Democratic nominee,1,FoxNews
Rumer Willis shares small update on dad Bruce as she announces she's 'single momming it',1,FoxNews
Whoopi Goldberg rips cancel culture targeting Pepé Le Pew: 'I don't know why you've got to erase everything',1,FoxNews
Boxers previously barred from women's events will fight in Paris Olympics,0,NBC
"Netanyahu approves Rafah ground invasion, despite Biden opposition",1,FoxNews
Arizona students raise nearly $10K for heart surgery for teacher's wife: 'Made me cry',1,FoxNews
Hackers rally behind Kamala Harris' presidential campaign,0,NBC
"Ozempic, the happy drug? Study suggests weight loss medications could reduce depression, anxiety",1,FoxNews
Kamala Harris declares ‘border is secure’ as thousands of illegals flood into US every day,1,FoxNews
Palestinian vows to keep reporting after losing another son in an Israeli strike,0,NBC
Here’s how to tell if cleaning products are actually eco friendly,0,NBC
Massachusetts' Smith College racism accusations back in spotlight after report details 2018 investigation,1,FoxNews
Secretary of State Blinken arrives in Israel in show of solidarity following Hamas terrorist attacks,1,FoxNews
Gaza Strip explained: Who controls it and what to know,0,NBC
What is Angelman syndrome? Colin Farrell’s son is living with this rare disease,1,FoxNews
"Clinton pollster suggests 'internal friction' between Obama, Biden camps after Trump friendly shock poll",1,FoxNews
Prosecutor tells jurors 'ecstatic' Jan. 6 defendant bragged about carrying gun,0,NBC
Former leader of Walz's battalion publishes scathing message aimed at governor's military career: Report,1,FoxNews
Major cities work to remove barriers for tree canopy coverage in underserved communities,0,NBC
McConnell: Schumer afraid a Title 42 amendment to COVID spending would've passed with Democratic votes,1,FoxNews
Bush calls out ‘violent extremists at home’ on 9/11 anniversary,0,NBC
International law questions abound as Israeli forces raid Gaza hospitals,0,NBC
"Routh stalked Mar a Lago, Trump golf course for weeks, may have planned getaway, documents show",1,FoxNews
"Digital crushes CNN, NY Times in key metrics during unprecedented July",1,FoxNews
What JD Vance has said about the war in Ukraine,0,NBC
Israel says troops searched a Gaza cemetery for dead hostages,0,NBC
Vulnerable Democratic senator backs Laken Riley immigration bill ahead of tough re election in red state,1,FoxNews
Judge questions DOJ's handling of a Jan. 6 rioter who 'scuffled' with an officer who died by suicide,0,NBC
Washington Post columnist panned for calling Kamala Harris a 'small c conservative',1,FoxNews
Ron DeSantis fires more staffers in a campaign shake up,0,NBC
Trump to plead not guilty to revised federal election interference indictment,0,NBC
50 Cent says ‘vote for Trump’ in light of Biden's tax plan: 'IM OUT',1,FoxNews
IDF shares video of Hamas leader Yahya Sinwar escaping through tunnel network,1,FoxNews
TikTokers are using micellar water as dry shampoo but does it actually work? We asked experts,0,NBC
Minnesota Timberwolves star Karl Anthony Towns’ mother dies due to complications from COVID 19,0,NBC
investigation reveals Israel strikes on Gaza areas it said were safe,0,NBC
NewJeans says they’re more than solely K pop stars as they break global barriers,0,NBC
"No backyard, no problem. Raised garden beds make gardening easy no matter your space",0,NBC
IDF reveals 4 reasons why it killed Hezbollah commander Fuad Shukr,1,FoxNews
"Trump disavows Project 2025, but he has long standing ties to some key architects",0,NBC
Hamas is losing the backing of ordinary people in Gaza who are paying the human price of its war,0,NBC
CNN data reporter predicts Trump will win ‘historic’ number of Black and Hispanic voters,1,FoxNews
Trump assassination attempt: Suspect's possible 'personal vendetta' among investigators' 4 key questions,1,FoxNews
I wore the Garmin Forerunner 165 for a month and now it’s my new favorite running watch,0,NBC
Oklahoma parent sues after her daughter is allegedly 'severely beaten' by transgender student in bathroom,1,FoxNews
Rural travel destinations where you can unplug and have fun this summer,1,FoxNews
"Emily Blunt says her ‘toes curl’ when people tell her their kids want to act: 'I want to say, don’t do it!'",1,FoxNews
2024 showdown: Harris appears to call Trump a 'coward' in campaign trail appearance,1,FoxNews
"Migrant gang taking over Colorado apartment complex ‘not an isolated occurrence,' former resident says",1,FoxNews
Ketchup vs. mustard: Which is 'better' for you? Experts chime in on the debate,1,FoxNews
Memorial Day: Important facts about the solemn American holiday,1,FoxNews
Abortion rights amendment qualifies for the ballot in Nevada,0,NBC
Israel's Netanyahu makes comeback as Israeli PM Lapid concedes defeat,0,NBC
The best hair dryers for salon worthy blow outs at home for your hair type,0,NBC
Early voting means 'election season' has already begun,1,FoxNews
Biden honors Matthew Shepard and condemns anti LGBTQ violence,0,NBC
"Harris pitches plans to tackle food, housing, medicine and child care costs in N.C. speech",0,NBC
Trump attends slain NYPD officer Jonathan Diller's wake: 'Need law and order',1,FoxNews
Virginia Gov. Youngkin eyes a 15 week abortion ban as a 'consensus' voters would back,0,NBC
WSJ editorial board says Harris is doing first interview with 'crutch' Tim Walz: ‘Insult to American voters',1,FoxNews
"Ohio boy, 8, prepares for blindness: ‘It’s heartbreaking,’ his mom says",1,FoxNews
"Pink slammed for wearing Biden Harris shirt, husband Carey Hart comes to her defense: 'Bye Karen'",1,FoxNews
Trump says he won’t debate Harris again,0,NBC
Vietnam War formally ends: This Day in History,1,FoxNews
9/11 survivor recounts haunting escape from 81st floor of World Trade Center tower,1,FoxNews
Trump falsely accuses Harris of deciding to 'turn Black' during a combative panel with Black journalists,0,NBC
New York MS 13's 'Little Devil' convicted in ambush murder of 4 young men,1,FoxNews
Beware Kamala's 'fair share' lie on taxes,1,FoxNews
Trump says ABC debate moderators favored Kamala Harris: 'It was three to one',1,FoxNews
Trump reports little income from Truth Social in financial disclosure,0,NBC
Here are 20 major media stories CNN's Brian Stelter ignored on his so called media show in 2021,1,FoxNews
Baking cookies? You should be using your freezer every step of the way,0,NBC
Rep. Ritchie Torres calls out NY Times 'bias' for not interviewing him for story about his anti Israel critics,1,FoxNews
Harris to virtually attend Catholic charity dinner that rival Trump is headlining,1,FoxNews
The trick to getting gym level intensity from the comforts of home? Adding ankle and wrist weights here are our favorites,0,NBC
Protests around the world commemorate 76th anniversary of the Nakba and call for a cease fire in Gaza,0,NBC
Congress expected to consider emergency spending measure to replace Baltimore bridge after collapse,1,FoxNews
IDF says 'suspicious aerial targets' crossed from Lebanon before Israeli forces knocked them down,1,FoxNews
Trump trial stemming from Jack Smith's probe delayed past Election Day,1,FoxNews
D.C. police officer’s suicide after Jan. 6 riot declared line of duty death,0,NBC
Assassination expert says Trump had ‘triple the Secret Service’ JFK had and still came an inch from death,1,FoxNews
MSNBC guest claims Latinos 'want to be White' while discussing their shift toward GOP,1,FoxNews
"Bruce Arians, Biden make vaccine push during Buccaneers' White House visit",1,FoxNews
"CNN taps new president, current executive producer of 'The Late Show' to replace Jeff Zucker",1,FoxNews
Kamala Harris' campaign criticizes Trump for serving 'self obsessed rich guys' after interview with Elon Musk,1,FoxNews
Father hails ‘miracle’ daughters who were pulled from rubble after Israeli strike,0,NBC
Election 2024 updates: 35 Democrats call on Biden to drop out; Trump speaks with Zelenskyy,0,NBC
Jack Carr recalls Gen. Eisenhower's D Day memo about 'great and noble undertaking',1,FoxNews
The Vitruvi Stone Diffuser helps me fall asleep faster and is now on sale,0,NBC
'Totally illegal': Trump escalates rhetoric on outlawing political dissent and criticism,0,NBC
Xi warned Biden during summit that Beijing will reunify Taiwan with China,0,NBC
"Florida woman, 99, goes viral on Instagram after giving this piece of life advice",1,FoxNews
Wisconsin parents challenge Title IX changes during school board meeting: 'Boys are boys and girls are girls',1,FoxNews
"Biden admin hit with lawsuit for restricting oil, gas production: 'Put American jobs at risk'",1,FoxNews
Illegal immigrant indicted for Rachel Morin's murder in 'crucial step': family's lawyer,1,FoxNews
Schumer’s anti Netanyahu speech strengthens Bibi in Israel's war to defeat Hamas,1,FoxNews
3 security and data checks you should do once a year,1,FoxNews
Biden district Republican says this critical issue will define 2024 elections,1,FoxNews
Harris Walz hit with blistering ad on China record ahead of presidential debate: 'Time to fight back',1,FoxNews
Biden campaign casts Trump as threat to democracy ahead of speech on Jan. 6 anniversary,0,NBC
Video captures water tank falling on woman but she miraculously escapes injury,1,FoxNews
"Jack Carr's take on terrorism in the skies on June 14, 1985: Crew was 'nothing short of heroic'",1,FoxNews
"How to choose the best mouse, according to a tech expert",0,NBC
Trump has indefinitely delayed his Jan. 6 criminal trial. Hundreds of his supporters haven't been so lucky.,0,NBC
"Barbara Walters would expect Kamala Harris to do interviews, author says: 'Part of the job of being president'",1,FoxNews
Florida Highway Patrol rescues dog abandoned by owner,0,NBC
"'China virus' rhetoric caused sharp anti Asian bias increase, report shows",0,NBC
"Corporation launches donation drive for American Red Cross Hurricanes Helene, Milton relief efforts",1,FoxNews
Christian baker sued for refusing gender transition cake says Supreme Court ruling puts law on his side,1,FoxNews
Severe drought has returned to the Amazon. And it's happening earlier than expected.,0,NBC
Blinken arrives in Israel to strengthen Gaza cease fire,0,NBC
"Tim Walz, Kamala Harris' new right hand man, echoes left wing crime policies",1,FoxNews
"U.S. general predicts war with China in 2025, tells officers to get ready",0,NBC
Biden admin under fire for burning taxpayer funds on UN climate summit trip,1,FoxNews
Nathan Wade resigns from Fani Willis led Trump election case after judge's ruling: Highlights,0,NBC
"At least 25 killed, 50 wounded in Israeli strikes on tent camps near Rafah, Gaza health officials say",0,NBC
"Johnson grills DHS on migrant releases, as GOP pressure builds on border crisis",1,FoxNews
Trump spends day off from court hosting NFT customers at Mar a Lago,0,NBC
Mayorkas moves to shield hundreds of thousands from deportation back to troubled Caribbean nation,1,FoxNews
"Wigs, robotic guns and exploding pagers: Israel has a long history of hunting down its enemies",0,NBC
U.N. Security Council fails to pass U.S. resolution calling for Gaza cease fire,0,NBC
The politics of tariffs are complicated. A Democrat just introduced a bill to make Trump's proposals law.,0,NBC
USA Powerlifting applauds appeals court decision after transgender woman claimed discrimination,1,FoxNews
"41 surprisingly great gifts, all for $25 or less",0,NBC
"U.S., Iran holding indirect talks on a possible prisoner exchange",0,NBC
"Opinion No, Israeli annexation of the West Bank does not doom the peace process",0,NBC
Trump official says CNN can't handle criticism after host shut down her interview: 'Censored me',1,FoxNews
"Axelrod says ‘upscale’ NC Harris voters will find way to vote after storm, not sure about rural Trump fans",1,FoxNews
Accusations of improper tax breaks fly in crucial Senate race: 'Rules don't apply',1,FoxNews
Israel Hamas war discourse shows the increasingly fraught nature of online speech,0,NBC
Trump to rally next month in Pennsylvania city where his first assassination attempt occurred,0,NBC
Jin from K pop group BTS finishes military service in South Korea,0,NBC
"'The View' co host, CNN commentator Ana Navarro to host night 2 of Democratic National Convention",1,FoxNews
The best Valentine’s Day treats for every kind of sweet tooth,0,NBC
Tennessee shooting: Nashville police release security camera footage of Covenant school attack that killed 6,1,FoxNews
'Bold agenda': 2024 GOP rising star promises to crack down on schools turning kids into their 'guinea pigs',1,FoxNews
Dry skin? Squalene might be your saving grace,0,NBC
"FEMA has funds needed for 'immediate response and recovery,' despite Mayorkas' warning",1,FoxNews
Title IX's 50th anniversary: Debate over transgender athletes rages,1,FoxNews
"Kamala Harris campaign frustrated by recent Biden media appearances, says CNN reporter",1,FoxNews
Biden family blame staff for debate performance as he lays low again at Camp David: reports,1,FoxNews
"Palestinian support for ‘armed struggle’ is rising as Gaza death estimate tops 20,000",0,NBC
Ex Trump lawyer Sidney Powell pleads guilty in Georgia election interference case,0,NBC
Trump accepts Biden offer to debate him in June and September,1,FoxNews
The battle over male voters and what masculinity looks like in 2024,0,NBC
"Drug overdose deaths drop in U.S. as other deaths of despair rise, report finds",0,NBC
"Harris supporters say she'll fix immigration, blame Trump for border crisis",1,FoxNews
Dozens of Palestinians wounded in confrontations with Israeli police,0,NBC
Netanyahu says security in Gaza is critical to stop Hamas smuggling hostages into Iran: 'lost forever',1,FoxNews
Demi Moore says ex Bruce Willis is in 'stable' health as he battles dementia,1,FoxNews
Republicans take the rare step of censuring Rep. Adam Schiff over Trump era probes,0,NBC
"Jews in Denmark face highest number of antisemitic incidents since WWII, official says",1,FoxNews
Walz silent on support for eliminating Electoral College after Harris camp says it doesn't back ban,1,FoxNews
Social media disturbed by Gov. Noem's story about shooting her 14 month old dog: ‘Not normal',1,FoxNews
IDF video: Israeli tank fires at building where Hamas leader Yahya Sinwar was barricaded before being killed,1,FoxNews
Politics: Crunch time for Harris,1,FoxNews
Where abortion rights could be on the ballot this fall: From the Politics Desk,0,NBC
Secrets of staying ageless: Four Florida seniors reveal how to hit a home run for good health,1,FoxNews
Bruce Willis' daughter Tallulah gives update on his 'painful' dementia battle,1,FoxNews
New Jersey Democrat proposes bill to create travel advisories to inform pregnant women of state abortion laws,1,FoxNews
"Chef Andrew Zimmern hunts, cooks wild animals, creates recipes 'for anybody' watching his show",1,FoxNews
Donald Trump has picked his running mate and they will be at Thursday's debate,1,FoxNews
'Republican' 'View' host leads 'four more years' chant for Biden after State of the Union,1,FoxNews
Maher calls out CNN ‘gushing’ over Kamala Harris to network anchor: Your hosts ‘come across' as Democrats,1,FoxNews
Israeli military recovers the bodies of 3 more hostages from Gaza,0,NBC
Dermatologists say that sunscreen isn’t enough here’s what you should be using for full sun protection,0,NBC
Robin Roberts has awkward exchange on 'Good Morning America' while discussing Harrison Butker's speech,1,FoxNews
"Joe Biden lands 200 judges, highlighting stakes for the courts in the 2024 election",0,NBC
"Looming Mideast peace deal amounts to Netanyahu Trump pact, experts say",0,NBC
One Direction singer Liam Payne's cause of death revealed in preliminary autopsy report,1,FoxNews
Kamala Harris accepts Democratic nomination at the DNC 2024,1,FoxNews
Nebraska GOP senator opposes Electoral College change that may have helped Trump win re election,1,FoxNews
Environmentalists are blocking forest management methods saving iconic sequoias amid Yosemite wildfire,1,FoxNews
Harris spars with host and says she wouldn't be a 'continuation' of Biden,0,NBC
Florida sheriff who nabbed alleged would be Trump assassin describes his suspicious behavior,1,FoxNews
Biden gives historic interview to LGBTQ newspaper,0,NBC
reporter calls out Kamala Harris for saying her 'values haven't changed': 'Her positions have changed',1,FoxNews
"Trump has taken 81 questions at press conferences, interviews compared to Harris' 14 since Walz joined ticket",1,FoxNews
Trump hatted rioter sentenced for bear spraying 8 officers on Jan. 6,0,NBC
CNN’s long struggling AM lineup gets another reboot as network fails to maintain signature morning show,1,FoxNews
"Climate change made U.K. heat wave hotter and more likely, study finds",0,NBC
Fans boo Tim Walz as he leaves Michigan Minnesota game: 'Get out of here!',1,FoxNews
North Korea claims progress in developing a hypersonic missile designed to strike distant U.S. targets,0,NBC
"North Carolina sheriff hunting 'Christmas Day Killer' knows him personally, warns he has 'nothing to lose'",1,FoxNews
Cutting down on your subscriptions? Here’s how to choose the best streaming service,0,NBC
These are the best cordless vacuums that we’ve ever tried,0,NBC
Charlie Daniels ‘would be proud’ as nonprofit marks 10 years of helping America’s veterans,1,FoxNews
These 3 factors can be causing dry skin here’s how to combat them using your body wash,0,NBC
Hundreds of pro Palestinian protesters arrested at campuses as colleges crack down on encampments,0,NBC
Trump says he'll attend Al Smith dinner; Harris is skipping the event,0,NBC
Top US states to visit where people have claimed UFO sightings,1,FoxNews
Prosecutors defer to judge on Trump sentencing delay in hush money case,0,NBC
Kamala Harris receives worst vice presidential rating in poll's history,1,FoxNews
Florida abortion rights groups collect enough signatures to advance ballot measure,0,NBC
Saudi dissidents 'betrayed' by Biden trip as he defends his planned visit,0,NBC
There are 9 types of curly hair here's how to identify and care for yours,0,NBC
A longtime remote worker's tips on staying focused during remote work,0,NBC
"On this day in history, February 23, 1945, US Marines raise American flag on Iwo Jima, seen in stunning photo",1,FoxNews
Israel steps up Gaza bombardment as fears of ground invasion grow,0,NBC
"Armed Services Republicans, White House push back against claims that Zelenskyy's PA visit was 'political'",1,FoxNews
Israel faces genocide case as comments on displacing Gazans draw alarm,0,NBC
"Trump fan who assaulted Capitol cops with Trump flag, billboard on Jan. 6 gets over 3.5 years in prison",0,NBC
"Black men shift slightly toward Trump in record numbers, polls show",0,NBC
Biden says Supreme Court reforms are needed to counter an 'extreme and unchecked agenda',0,NBC
Israeli President Isaac Herzog and Biden meet amid tensions over Netanyahu's policies,0,NBC
Biden admin's proposed menthol cigarette ban could become liability in 2024: 'Unintended consequences',1,FoxNews
Is wet or dry food better for dogs? We asked vets,0,NBC
"Using stainless steel cookware can actually make your food taste better, according to experts",0,NBC
FBI SWAT team on the hunt for ex National Guardsman wanted on Jan. 6 charges,0,NBC
JD Vance calls out 'deranged' mindset that we need illegal immigrants to build houses,1,FoxNews
Special counsel charges Trump with conspiracy to defraud the U.S.,0,NBC
"Nude deepfakes of Taylor Swift went viral on X, evading moderation and sparking outrage",0,NBC
Ethics Committee investigating Rep. Matt Gaetz over alleged drug use and sexual misconduct,0,NBC
'Agency in crisis': Secret Service has decade old staffing shortfall,0,NBC
"Trump and Harris in toss up races in key swing states Pennsylvania, Georgia, Nevada: poll",1,FoxNews
21 last minute Valentine’s Day gifts that will arrive quickly,0,NBC
"Mahsa Amini did not die from blows to body, Iranian coroner says amid widespread protests",0,NBC
"Poll: Half of Gen Z voters support Harris, one third back Trump",0,NBC
iOS 18: Maximize your privacy by turning off these iPhone settings now,1,FoxNews
Supreme Court rules in favor of Colorado graphic designer who refused to create same sex wedding websites,1,FoxNews
Democratic Sen. Bob Casey concedes there's no 'videotape' that'll disprove Biden's age concerns,1,FoxNews
Debate challenge: The pressure’s on Kamala as she and Trump trade flip flop charges,1,FoxNews
"October bestsellers: Loofahs, spoons and more",0,NBC
Palestinians say Israeli troops kill 10 in West Bank violence,0,NBC
"9 killed, including 3 suspects, in rare shooting near mosque in Oman's capital",0,NBC
The left faces a reckoning as Israel divides Democrats,0,NBC
Air fryers under $100 built with adjustable cook settings,0,NBC
Harris unveils agenda to help Black men 'get ahead' as polls show Trump gains,1,FoxNews
Prominent rights group labels Israel an 'apartheid regime',0,NBC
The best smart assistant compatible devices for a smart home,0,NBC
"Pennsylvania survey finds Harris leading Trump narrowly, identifies her 'biggest weakness,' pollster says",1,FoxNews
"Former President Donald Trump recounts assassination attempt, accepts GOP nomination",1,FoxNews
Iran installing and starting cascades of advanced centrifuges as tensions high over nuclear program,0,NBC
Kamala Harris finally fields questions from press after dodging media for 18 days since becoming Dem nominee,1,FoxNews
James Taylor to close out first night of DNC,0,NBC
Iran warns of 'decisive response' if Israel crosses 'red lines',1,FoxNews
BTS member j hope begins process to join South Korean military,0,NBC
Teen testifies about ‘surreal’ experience tipping off FBI about his dad before Jan. 6 riot,0,NBC
"Hurricane Milton: Eye wall begins to move onshore near Tampa as Florida deals with tornadoes, flooding",0,NBC
Opioid overdose antidote Narcan will be widely available over the counter next week,0,NBC
Poll: Voters think Harris did better than Trump in debate,1,FoxNews
DNC paints Harris as ‘law and order’ standard bearer as past comments on ‘militarization of police’ resurface,1,FoxNews
"Most purchased tech, fitness and kitchen products we covered last month",0,NBC
Rapper 50 Cent shares why people 'identify' with Trump after assassination attempt,1,FoxNews
Google to remove Canadian links from searches in the country,0,NBC
"Tim Walz's selection as Harris running mate draws skepticism, even among anti Trump figures",1,FoxNews
North Korea launches ICBM after threatening U.S. over alleged spy flights,0,NBC
North Korea's Kim boasts of 'invincible' ties with Russia amid talk of Putin visit,0,NBC
"As an election denier became speaker, a Capitol officer testified that Jan. 6 tore her life apart",0,NBC
Tyra Banks defends Olivia Jade being on 'Dancing with the Stars' Season 30,1,FoxNews
U.S. envoy to U.N. urges Russia and China not to ‘reward’ North Korea’s bad behavior,0,NBC
Kremlin denies it was behind the Prigozhin plane crash,0,NBC
New Covid fraud prosecutor steps up effort to convict people who stole billions in relief benefits,0,NBC
Trump assassination attempt: 3 key takeaways from newly released bodycam,1,FoxNews
"AOC fires back at Fetterman, accuses him of 'bleak dunk attempt'",1,FoxNews
"Georgia judge overturns state’s six week ‘heartbeat’ abortion law, calls it 'unconstitutional'",1,FoxNews
Israel airstrikes hit Gaza after rocket attacks,0,NBC
Epstein victim drops her lawsuit against lawyer Alan Dershowitz,0,NBC
Anti Israel rhetoric intensifies in critical battleground city: 'Utterly chilling',1,FoxNews
Amazon just marked down my favorite clip on speaker to a crazy low price,0,NBC
Israel vows tough measures to 'strengthen' settlements following deadly attacks,0,NBC
"Former Proud Boys leader Enrique Tarrio gets 22 years, longest Jan. 6 sentence yet",0,NBC
'President Trump is wrong': Pence rejects claim he could have 'overturned the election',0,NBC
Atlanta shooting victim's husband says police detained him for hours,0,NBC
Best and worst foods for people with diabetes to maintain good health,1,FoxNews
She's 31 and has stage 4 kidney cancer. How she still got a great new job.,0,NBC
The fight forthe future of Israel's political system isn't over. Here's what to know.,0,NBC
Georgia abortion law: A look back at what Hollywood production companies have said about filming in the state,1,FoxNews
Trump defeats Nikki Haley in the South Carolina Republican primary: Recap,0,NBC
Illegal immigrant suspected in Rachel Morin murder entered US as gotaway after being released 3 times: ICE,1,FoxNews
"Sextortion training materials found on TikTok, Instagram and YouTube, according to new report",0,NBC
"Kamala Harris' far left record dismissed as 'accusations,' attacks from Trump and GOP: 'She's moderate'",1,FoxNews
Taylor Swift endorses Kamala Harris for president after debate: ‘I’ve made my choice’,1,FoxNews
Judge blocks Texas AG from requiring info on transgender kids receiving gender transition treatment,1,FoxNews
"A look at Bruce Willis’ upcoming acting role in 'Paradise City,’ his storied Hollywood career",1,FoxNews
Riley Gaines on NCAA lawsuit: 'It is time that we fight back',1,FoxNews
Stern U.S. letter prompts Israel to allow first aid into northern Gaza this month. Will it last?,0,NBC
Bill Maher makes this bold 2024 prediction after Trump Harris debate,1,FoxNews
Unzipping the truth: Nation series reveals how Dr. Michael Baden's forensics turned cases on their heads,1,FoxNews
"Mental health improves with 20 seconds of daily affirmations, study finds: ‘Self care strategy’",1,FoxNews
Outspoken critic of Palestinian Authority dies after violent arrest,0,NBC
How effective are hair straightening brushes?,0,NBC
Hezbollah head vows vengeance over killing of Hamas leader in Iran,0,NBC
Who is the alleged Georgia school shooter? What we know,1,FoxNews
Snow impacts western NC mountain towns recovering from Hurricane Helene: 'Coldest air of the season so far',1,FoxNews
Health care fraudster Philip Esformes is latest Trump clemency recipient to be arrested,0,NBC
Key witnesses in Trump’s criminal trial describe how the hush money deals came together,0,NBC
"Biden on Supreme Court leak: Roe should not be overturned, 'A woman's right to choose is fundamental'",1,FoxNews
Musk pushes debunked Dominion voting conspiracy theory at campaign appearance,0,NBC
Border Patrol agents nab a dozen people on terror watchlist at southern border in August,1,FoxNews
Russia’s 2024 election interference has already begun,0,NBC
Best solar pool covers to insulate and save you money,0,NBC
"House GOP leaders call Schumer's Israel comments 'inappropriate,’ demand apology in impromptu press conference",1,FoxNews
Be well: Take a walk outside to boost your mental health,1,FoxNews
Sleep through the night with these 5 viral bedroom finds,1,FoxNews
"Poll: Trump hits 50% in Wisconsin, edges Harris by just 1 point",1,FoxNews
Michelle Obama's office says the former first lady 'will not be running for president' in 2024,0,NBC
Israel and Hamas reach deal to release 50 hostages and pause fighting for 4 days in Gaza,0,NBC
The FBI hasn’t arrested hundreds who joined the Capitol mob on Jan. 6. Just ask this MAGA comedian.,0,NBC
"As malnutrition deaths are reported and hunger grows, will 'famine' be declared in Gaza?",0,NBC
DOJ charges Indian man in alleged assassination plot to kill Sikh activist in the U.S.,0,NBC
Earthquakes and the economy leave Turkey's Erdoğan facing his toughest election in years,0,NBC
Sinwar's ruthless brother Mohammed slated to take over as leader of Hamas,1,FoxNews
Dems plan to revive border bill rejected by Republicans ahead of November election,1,FoxNews
"'Bloodied' Little Havana demonstrator slams Biden: 'Cubans don't want vaccines, they want freedom'",1,FoxNews
Russian veto brings an end to the U.N. panel that monitors North Korea nuclear sanctions,0,NBC
Trump urges Biden to follow through with debate promise: 'I'm ready to go anywhere',1,FoxNews
4 things to look for in comfortable walking shoes plus the best pairs we found on Amazon,0,NBC
'Top Thrill 2' roller coaster at Cedar Point closes indefinitely just days after long awaited opening,1,FoxNews
"Matt Damon makes rare appearance with daughters as Ben Affleck, Jennifer Lopez heat up 'Air' premiere",1,FoxNews
Elton John bids farewell to Philly with 'Philadelphia Freedom' performance,1,FoxNews
"Grief, but also relief for some, after Iran President Raisi dies in helicopter crash",0,NBC
"Hurricane Milton tracker: See map, forecast and status",0,NBC
"Trump targets Biden, Harris over federal response to hurricane: 'Incompetently managed'",1,FoxNews
Sen. John Fetterman proclaims unflinching support for Israel: 'Will not waver',1,FoxNews
Eight TikTok creators sue U.S. government over potential ban,0,NBC
Amazon rainforest port records lowest water level in 121 years amid drought,0,NBC
Biden defiantly charges ahead with election run despite speculation he would drop out this weekend,1,FoxNews
Women's volleyball team with transgender player getting police protection amid backlash and lawsuit,1,FoxNews
Good Samaritan helps drag wounded Houston cop out of highway gunfight,1,FoxNews
"The 19 best products we tried and loved this month: Medicube, Phlur and more",0,NBC
Some ex DOJ officials who worked for Trump say the Supreme Court just made it easy for him to weaponize the DOJ,0,NBC
"Hundreds of rural hospitals are in danger of shutting down, study finds: ‘At risk of closure'",1,FoxNews
Patriot remembered: Military mom memorializes son who died in National Guard helicopter crash with new book,1,FoxNews
New Jan. 6 footage appears to show rioter firing a gun in the air during Capitol attack,0,NBC
Poland's capital Warsaw earmarks $30 million for bomb shelters and other security,0,NBC
Trump targets young men with nicotine pouch and Jake Paul ads,0,NBC
Trump supporter who called Capitol cops 'weasels' on Jan. 6 sentenced to prison,0,NBC
Jimmy Carter turns 100,0,NBC
Harris slams Trump for claiming to be 'the father of IVF',0,NBC
Republicans say Schumer must act on voter proof of citizenship bill if Democrat 'really cares about democracy',1,FoxNews
"Researchers find sources of four brain disorders, which could lead to new treatments",1,FoxNews
Vivek Ramaswamy argues Trump is ‘wounded’ and his movement needs a new leader,0,NBC
"Meet the American who wrote 'America the Beautiful,' Katharine Lee Bates, professor poet prayed for unity",1,FoxNews
5 Israeli soldiers killed by friendly fire in northern Gaza,0,NBC
A glimpse of Hamas’ elusive leader is spurring Israel’s military to catch him 'dead or alive',0,NBC
"Father created a drug to save his son from a rare disease, now other families are desperate to get it",1,FoxNews
Harris calls Trump 'one of the biggest losers ever' during economy speech in key battleground,1,FoxNews
"Poll: Majorities approve President Biden dropping out of 2024 race, but don’t think he should resign",1,FoxNews
"Illegal masterminds of NYC robbery ring hacked bank apps, resold stolen phones overseas",1,FoxNews
"Florida Republican, Democrat team up to tackle student loan debt as Biden Harris forgiveness bids derail",1,FoxNews
"On Oct. 7 anniversary, we remember this betrayal of silence",1,FoxNews
Former Bangladesh leader calls for inquiry into killings during unrest that led to her ouster,0,NBC
TikTok video at fast food restaurant shows how speedy machine makes salad bowl in no time,1,FoxNews
Matthew Shepard’s mom calls anti LGBTQ bills a ‘vicious attack’ 25 years after his murder,0,NBC
"Harris' off putting manner put Zelenskyy on defensive ahead of Russian invasion, new book reveals",1,FoxNews
Former Secret Service agent questions why Trump was allowed on stage amid threat concerns: 'Why not delay?',1,FoxNews
Jan. 6 panel warns of attempts to 'influence' witnesses by Trump allies,0,NBC
Biden’s moral equivalency between Israel and the Palestinians will result in failure again,1,FoxNews
Trump announces Ohio Sen JD Vance as his 2024 running mate,1,FoxNews
Veterans increasingly calling out Walz's military record: 'Shameful',1,FoxNews
Parents' rights groups are the newest addition to Southern Poverty Law Center's 'Hate and Extremism' report,1,FoxNews
"Over 200 former Bush, McCain, Romney staffers endorse Harris: 'The alternative ... is simply untenable'",1,FoxNews
Trump surrogate Byron Donalds hearkens back to Jim Crow era when 'the Black family was together',0,NBC
North Carolina elections at risk of chaos with Legislature's proposed overhaul,0,NBC
"Young voters take a new look at Harris, but some are waiting instead of committing",0,NBC
Wave of protests in Iran reflects seething anger over how its regime treats women,0,NBC
Ron DeSantis says U.S. shouldn't take in refugees from Gaza,0,NBC
RFK Jr says ‘corporate media’ has attacked him ‘even more than President Trump’,1,FoxNews
